event_id,train_id,event_timestamp,event_code,event_name,component,event_description,cluster_id
163,T456,2024-07-09 08:11:01.039849,15051,_HVACpxNotOK_,HVAC_T5,Perdita di comunicazione con HVAC T5,919
164,T456,2024-07-09 08:11:01.057981,16051,_HVACpxNotOK_,HVAC_M6,Perdita di comunicazione con HVAC M6,919
165,T456,2024-07-09 08:11:01.076513,17051,_HVACpxNotOK_,HVAC_T7,Perdita di comunicazione con HVAC T7,919
166,T456,2024-07-09 08:11:01.094525,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,919
167,T456,2024-07-09 08:11:01.11286,18051,_HVACpxNotOK_,HVAC_M8,Perdita di comunicazione con HVAC M8,919
168,T456,2024-07-09 08:11:01.130712,27872,_2F47_,T7_2F47,Intervento 2F47 (Toilette) in T7,919
169,T456,2024-07-09 08:11:01.150362,41001,_BCUPwrOn_,BCU_M1,Avvio centralina BCU M1,919
170,T456,2024-07-09 08:11:01.168428,41025,_IRV1AuxResOutRngFlt_,BCU_M1,Pressione serbatoio ausiliario fuori limite (carrello 1),919
171,T456,2024-07-09 08:11:01.187048,41031,_IRV2AuxResOutRngFlt_,BCU_M1,Pressione serbatoio ausiliario fuori limite (carrello 2),919
172,T456,2024-07-09 08:11:01.204423,41069,_EpEscFlt_,BCU_M1,Assistenza EP fuori servizio,919
173,T456,2024-07-09 08:11:01.222873,41257,_9S06On_,M1_9S06,Dispositivo 9S06 attivo (assistenza EP isolata),919
174,T456,2024-07-09 08:11:01.242181,42001,_BCUPwrOn_,BCU_T2,Avvio centralina BCU T2,919
175,T456,2024-07-09 08:11:01.259657,42025,_IRV1AuxResOutRngFlt_,BCU_T2,Pressione serbatoio ausiliario fuori limite (carrello 1),919
176,T456,2024-07-09 08:11:01.278292,42031,_IRV2AuxResOutRngFlt_,BCU_T2,Pressione serbatoio ausiliario fuori limite (carrello 2),919
177,T456,2024-07-09 08:11:01.296749,43001,_BCUPwrOn_,BCU_M3,Avvio centralina BCU M3,919
178,T456,2024-07-09 08:11:01.316015,43025,_IRV1AuxResOutRngFlt_,BCU_M3,Pressione serbatoio ausiliario fuori limite (carrello 1),919
179,T456,2024-07-09 08:11:01.33369,43031,_IRV2AuxResOutRngFlt_,BCU_M3,Pressione serbatoio ausiliario fuori limite (carrello 2),919
180,T456,2024-07-09 08:11:01.353316,44001,_BCUPwrOn_,BCU_T4,Avvio centralina BCU T4,919
181,T456,2024-07-09 08:11:01.371421,45001,_BCUPwrOn_,BCU_T5,Avvio centralina BCU T5,919
182,T456,2024-07-09 08:11:01.389921,45025,_IRV1AuxResOutRngFlt_,BCU_T5,Pressione serbatoio ausiliario fuori limite (carrello 1),919
183,T456,2024-07-09 08:11:01.408341,45031,_IRV2AuxResOutRngFlt_,BCU_T5,Pressione serbatoio ausiliario fuori limite (carrello 2),919
184,T456,2024-07-09 08:11:01.42688,46001,_BCUPwrOn_,BCU_M6,Avvio centralina BCU M6,919
185,T456,2024-07-09 08:11:01.444743,47001,_BCUPwrOn_,BCU_T7,Avvio centralina BCU T7,919
186,T456,2024-07-09 08:11:01.462288,47025,_IRV1AuxResOutRngFlt_,BCU_T7,Pressione serbatoio ausiliario fuori limite (carrello 1),919
187,T456,2024-07-09 08:11:01.482172,47031,_IRV2AuxResOutRngFlt_,BCU_T7,Pressione serbatoio ausiliario fuori limite (carrello 2),919
188,T456,2024-07-09 08:11:01.499777,48001,_BCUPwrOn_,BCU_M8,Avvio centralina BCU M8,919
189,T456,2024-07-09 08:11:01.519154,48025,_IRV1AuxResOutRngFlt_,BCU_M8,Pressione serbatoio ausiliario fuori limite (carrello 1),919
190,T456,2024-07-09 08:11:01.536534,48031,_IRV2AuxResOutRngFlt_,BCU_M8,Pressione serbatoio ausiliario fuori limite (carrello 2),919
191,T456,2024-07-09 08:11:01.556083,103003,_IDoorEmrgCmd_,M3_Porta_comparto_1,Porta interna 1 isolata,919
192,T456,2024-07-09 08:11:01.573776,103019,_IDoorUnblock_,M3_Porta_comparto_2,Guasto microswitch porta interna 2,919
193,T456,2024-07-09 08:11:01.592415,103021,_IDoorDCSFlt_,M3_Porta_comparto_2,Guasto microswitch porta interna 2,919
194,T456,2024-07-09 08:11:01.611149,132017,_StToiletSys_,TOIL_T2,Toilette fuori servizio veicolo T2,919
195,T456,2024-07-09 08:11:01.629608,137017,_StToiletSys_,TOIL_T7,Toilette fuori servizio veicolo T7,919
196,T456,2024-07-09 08:11:01.647927,150001,_SMCPowerOn_,SMC,Avvio diagnostica SMC,919
197,T456,2024-07-09 08:11:01.666836,150004,_LineVoltType_,VEHICLE,Selezionata tensione 3 kV,919
198,T456,2024-07-09 08:11:01.68511,150006,_Running_,VEHICLE,Stato RUNNING attivo,919
199,T456,2024-07-09 08:11:01.702486,150025,_9S13_,VEHICLE,Pressione CP sotto 7.5 bar in M1 (press. 9S13),919
200,T456,2024-07-09 08:11:01.722084,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),919
201,T456,2024-07-09 08:11:01.739584,151002,_DeskKeyIn_,M1_4K14,Chiave di Banco inserita in M1,919
202,T456,2024-07-09 08:11:01.758859,151003,_CabOccupied_,M1_4K14,Banco Abilitato M1,919
203,T456,2024-07-09 08:11:01.776697,151021,_LowSpdTL_,M1_9K42,Linea treno Velocita' zero  attiva in M1-T4,919
204,T456,2024-07-09 08:11:01.796122,157019,_1Q21_,T7_1Q2_IR,IR chiuso in cassa T7,919
205,T456,2024-07-09 08:11:01.813611,158014,_DCPantoSts_,VEHICLE,Pantografo DC alto in T7,919
206,T456,2024-07-09 08:11:01.832377,158021,_LowSpdTL_,M8_9K42,Linea treno Velocita' zero  attiva in M8-T5,919
207,T456,2024-07-09 08:11:01.850845,ILCK_IP_T2_47,ILCK_IP_T2_47,T2_1Q4_IP,Cod 47. Line Voltage Type non 25KV,919
208,T456,2024-07-09 08:11:01.870231,ILCK_IP_T7_47,ILCK_IP_T7_47,T7_1Q4_IP,Cod 47. Line Voltage Type non 25KV,919
209,T456,2024-07-09 08:11:01.887876,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,919
210,T456,2024-07-09 08:11:01.907326,ILCK_PROP_02,ILCK_PROP_02,VEHICLE,Cod. 02 Taglio trazione comandato da RCEC,919
211,T456,2024-07-09 08:11:01.924752,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,919
212,T456,2024-07-09 08:11:01.942929,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,919
213,T456,2024-07-09 08:11:01.961697,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,919
214,T456,2024-07-09 08:11:01.980266,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,919
215,T456,2024-07-09 08:11:01.998824,ILCK_PROP_17M1,ILCK_PROP_17M1,MDS,Cod. 17 Filo treno Taglio Trazione non alimentato,919
216,T456,2024-07-09 08:11:02.01729,ILCK_PROP_20M1,ILCK_PROP_20M1,MDS,Cod. 20 Freno di stazionamento attivo (TT a 2 km/h),919
217,T456,2024-07-09 08:11:02.035651,23062,DIO_DI_FL1,CONV_TRAZ_M3,H2O: FL1 - flusso circ. trattamento basso,919
218,T456,2024-07-09 08:11:02.053305,23206,_H2OWarn_,TCU_M3,Guasto centralina idraulica TACU M3,919
219,T456,2024-07-09 08:11:02.073555,41098,_D_SUSP_LOW1_,BCU_M1,Press. Sospens. fuori range (carrello 1) DOWN,919
220,T456,2024-07-09 08:11:02.091923,44031,_IRV2AuxResOutRngFlt_,BCU_T4,Pressione serbatoio ausiliario fuori limite (carrello 2),919
221,T456,2024-07-09 08:11:02.1106,103044,_IDoorUnblock_,M3_Porta_intermedia,Guasto microswitch porta intermedia,919
222,T456,2024-07-09 08:11:02.128992,103046,_IDoorDCSFlt_,M3_Porta_intermedia,Guasto microswitch porta intermedia,919
223,T456,2024-07-09 08:11:18.091697,93189,_PneuFlt_,M3_Gradino_Porta4,Avaria unita' pneum. gradino porta 4 M3,121
224,T456,2024-07-09 08:11:19.49165,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,121
225,T456,2024-07-09 08:11:31.362699,108028,_IDoorUnblock_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,418
226,T456,2024-07-09 08:11:31.412101,108030,_IDoorDCSFlt_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,418
227,T456,2024-07-09 08:11:39.763472,132023,_Edg3tms_,TOIL_T2,Intervento bordo sensibile toilette T2,889
228,T456,2024-07-09 08:11:39.975796,11064,_TCUNotOk_,TCU_M1,Perdita di comunicazione MVB con TCU M1,268
229,T456,2024-07-09 08:11:40.014598,13064,_TCUNotOk_,TCU_M3,Perdita di comunicazione MVB con TCU M3,268
230,T456,2024-07-09 08:11:40.162976,132038,_HKPressSwitchFlt_,TOIL_T2,Guasto pressostato porta toilette T2,889
231,T456,2024-07-09 08:11:45.699111,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,24
232,T456,2024-07-09 08:11:47.240803,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,24
233,T456,2024-07-09 08:11:48.784955,ILCK_PROP_13M8,ILCK_PROP_13_M8,MDS,Cod. 13 Leva MC 6S01 non in trazione,24
234,T456,2024-07-09 08:11:51.964879,151024,_Rear_,VEHICLE,Direzione indietro in M1,888
235,T456,2024-07-09 08:11:52.023494,158023,_Front_,VEHICLE,Direzione avanti in M8,888
236,T456,2024-07-09 08:12:05.128012,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,606
237,T456,2024-07-09 08:12:06.839485,151021,_LowSpdTL_,M1_9K42,Linea treno Velocita' zero  attiva in M1-T4,606
238,T456,2024-07-09 08:12:08.550122,158021,_LowSpdTL_,M8_9K42,Linea treno Velocita' zero  attiva in M8-T5,606
239,T456,2024-07-09 08:12:09.644588,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,43
240,T456,2024-07-09 08:12:10.262462,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,606
241,T456,2024-07-09 08:12:10.642592,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,43
242,T456,2024-07-09 08:12:11.643759,ILCK_PROP_22M1,ILCK_PROP_22M1,MDS,Cod. 22 Manettino fuori coasting dopo taglio trazione,43
243,T456,2024-07-09 08:12:11.976428,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,606
244,T456,2024-07-09 08:12:13.687445,ILCK_PROP_08,ILCK_PROP_08,VEHICLE,Cod. 08 Loop porte aperto,606
245,T456,2024-07-09 08:12:15.398696,ILCK_PROP_12M1,ILCK_PROP_12M1,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,606
246,T456,2024-07-09 08:12:17.112706,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,606
247,T456,2024-07-09 08:12:18.823465,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,606
248,T456,2024-07-09 08:12:26.881559,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,113
249,T456,2024-07-09 08:12:27.280892,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,113
250,T456,2024-07-09 08:12:27.680848,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,113
251,T456,2024-07-09 08:12:28.080315,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,113
252,T456,2024-07-09 08:12:46.232015,48357,BRKSTS_TL_Inc1,FRENO,Incongruenza BRAKE_STATUS_TL e manettino di frenatura M8,78
253,T456,2024-07-09 08:12:46.873803,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,78
254,T456,2024-07-09 08:12:47.516722,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,78
255,T456,2024-07-09 08:12:48.159929,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,78
256,T456,2024-07-09 08:12:48.803421,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,78
257,T456,2024-07-09 08:12:49.446459,ILCK_PROP_13M8,ILCK_PROP_13_M8,MDS,Cod. 13 Leva MC 6S01 non in trazione,78
258,T456,2024-07-09 08:12:50.088666,ILCK_PROP_22M8,ILCK_PROP_22M8,MDS,Cod. 22 Manettino fuori coasting dopo taglio trazione,78
259,T456,2024-07-09 08:13:17.661931,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),25
260,T456,2024-07-09 08:13:19.232108,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,25
262,T456,2024-07-09 08:13:26.096307,103021,_IDoorDCSFlt_,M3_Porta_comparto_2,Guasto microswitch porta interna 2,905
261,T456,2024-07-09 08:13:26.096116,103019,_IDoorUnblock_,M3_Porta_comparto_2,Guasto microswitch porta interna 2,905
263,T456,2024-07-09 08:13:46.710371,28219,_MCQ1SwitchSts_,TCU_M8,Guasto interruttore di isolamento 25 kV (stato),572
264,T456,2024-07-09 08:13:46.710711,26219,_MCQ1SwitchSts_,TCU_M6,Guasto interruttore di isolamento 25 kV (stato),572
265,T456,2024-07-09 08:14:00.752365,81130,_EmVnt_,HVAC_M1,Ventilazione di emergenza attiva,910
266,T456,2024-07-09 08:14:00.939381,82130,_EmVnt_,HVAC_T2,Ventilazione di emergenza attiva,910
267,T456,2024-07-09 08:14:01.128902,83130,_EmVnt_,HVAC_M3,Ventilazione di emergenza attiva,910
268,T456,2024-07-09 08:14:01.317939,84130,_EmVnt_,HVAC_T4,Ventilazione di emergenza attiva,910
269,T456,2024-07-09 08:14:01.506781,85130,_EmVnt_,HVAC_T5,Ventilazione di emergenza attiva,910
270,T456,2024-07-09 08:14:01.695509,86130,_EmVnt_,HVAC_M6,Ventilazione di emergenza attiva,910
271,T456,2024-07-09 08:14:01.88395,87130,_EmVnt_,HVAC_T7,Ventilazione di emergenza attiva,910
272,T456,2024-07-09 08:14:02.073363,88130,_EmVnt_,HVAC_M8,Ventilazione di emergenza attiva,910
273,T456,2024-07-09 08:14:27.105511,107028,_IDoorUnblock_,T7_Porta_gangway_1,Guasto microswitch porta Gangway 1,435
274,T456,2024-07-09 08:14:27.159292,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),191
275,T456,2024-07-09 08:14:28.010993,107030,_IDoorDCSFlt_,T7_Porta_gangway_1,Guasto microswitch porta Gangway 1,435
276,T456,2024-07-09 08:14:28.233796,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,191
277,T456,2024-07-09 08:14:28.916255,108028,_IDoorUnblock_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,435
278,T456,2024-07-09 08:14:29.308393,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,191
279,T456,2024-07-09 08:14:29.821924,108030,_IDoorDCSFlt_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,435
280,T456,2024-07-09 08:14:30.382176,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,191
281,T456,2024-07-09 08:14:54.800414,107010,_IDoorUnblock_,T7_Porta_comparto_1,Guasto microswitch porta interna 1,591
282,T456,2024-07-09 08:14:55.099814,107012,_IDoorDCSFlt_,T7_Porta_comparto_1,Guasto microswitch porta interna 1,591
283,T456,2024-07-09 08:14:55.398928,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,591
284,T456,2024-07-09 08:14:56.561054,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,146
285,T456,2024-07-09 08:14:57.846405,10085,PntLow3,AT,Abbassamento pantogr. comandato da ERTMS,809
286,T456,2024-07-09 08:14:57.875153,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,146
287,T456,2024-07-09 08:14:58.145139,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,809
288,T456,2024-07-09 08:14:58.446002,23476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M3,Apertura forz. contatt. Convert. Princip. DC,809
289,T456,2024-07-09 08:14:58.745951,26476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M6,Apertura forz. contatt. Convert. Princip. DC,809
290,T456,2024-07-09 08:14:59.046597,28476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M8,Apertura forz. contatt. Convert. Princip. DC,809
291,T456,2024-07-09 08:14:59.346665,150010,_Poc_,VEHICLE,Ingresso in POC,809
292,T456,2024-07-09 08:14:59.645043,150016,_IRIP_OpenSts_,VEHICLE,Nessun IR o IP chiuso,809
293,T456,2024-07-09 08:14:59.94774,151022,_HvOnBoardUnit_,T2_1Q4_IP,Alta tensione non presente in M1-T4,809
294,T456,2024-07-09 08:15:00.24578,158022,_HvOnBoardUnit_,T7_1Q4_IP,Alta tensione non presente in M8-T5,809
295,T456,2024-07-09 08:15:00.545608,ILCK_IRIP_T2_09,ILCK_IRIP_T2_09,T2_1Q2_IR,Cod 09. Apertura Interruttore principale da ETCS,809
296,T456,2024-07-09 08:15:00.846703,ILCK_IRIP_T2_56,ILCK_IRIP_T2_56,T2_MCB,Cod 56. Apertura da TCU1  locale (M1),809
297,T456,2024-07-09 08:15:01.14706,ILCK_IRIP_T2_57,ILCK_IRIP_T2_57,T2_MCB,Cod 57. Apertura da TCU2  locale (M3),809
298,T456,2024-07-09 08:15:01.445856,ILCK_IRIP_T2_58,ILCK_IRIP_T2_58,T2_MCB,Cod 58. Apertura da TCU1 remota (M8),809
299,T456,2024-07-09 08:15:01.747081,ILCK_IRIP_T2_59,ILCK_IRIP_T2_59,T2_MCB,Cod 59. Apertura da TCU2 remota (M6),809
300,T456,2024-07-09 08:15:02.047061,ILCK_IRIP_T7_13,ILCK_IRIP_T7_13,T7_MCB,Cod 13. Apertura IR/IP da TRAIN LINE,809
301,T456,2024-07-09 08:15:02.346141,ILCK_IRIP_T7_56,ILCK_IRIP_T7_56,T7_MCB,Cod 56. Apertura da TCU1  locale (M8),809
302,T456,2024-07-09 08:15:02.646673,ILCK_IRIP_T7_57,ILCK_IRIP_T7_57,T7_MCB,Cod 57. Apertura da TCU2  locale (M6),809
303,T456,2024-07-09 08:15:02.946913,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,809
304,T456,2024-07-09 08:15:03.246351,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,809
305,T456,2024-07-09 08:15:03.546988,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,809
306,T456,2024-07-09 08:15:03.846721,ILCK_PROP_21M1,ILCK_PROP_21M1,MDS,Cod. 21 AT non presente,809
307,T456,2024-07-09 08:15:04.147271,ILCK_Panto_T2_12,ILCK_Panto_T2_12,T2_PANTO,Cod 12. Abbassamento Panto richiesto dal segnalamento,809
308,T456,2024-07-09 08:15:04.446923,ILCK_Panto_T7_07,ILCK_Panto_T7_07,T7_PANTO,Cod 07. Comando abbassamento panto richiesto da remoto,809
309,T456,2024-07-09 08:15:04.746155,21376,NO_LINE_VOLTAGE,CONV_TRAZ_M1,Nessuna tensione di linea,809
310,T456,2024-07-09 08:15:05.04539,23376,NO_LINE_VOLTAGE,CONV_TRAZ_M3,Nessuna tensione di linea,809
311,T456,2024-07-09 08:15:05.345962,28376,NO_LINE_VOLTAGE,CONV_TRAZ_M8,Nessuna tensione di linea,809
312,T456,2024-07-09 08:15:05.645886,ILCK_IR_T2_01,ILCK_IR_T2_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,809
313,T456,2024-07-09 08:15:05.945921,ILCK_IR_T7_01,ILCK_IR_T7_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,809
314,T456,2024-07-09 08:15:14.045098,21456,MIC_INV_ALRM_RHEO_BLOC_NO_APIR,CONV_TRAZ_M1,Allarme blocco restato,642
315,T456,2024-07-09 08:15:15.244474,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,642
316,T456,2024-07-09 08:15:16.445164,26456,MIC_INV_ALRM_RHEO_BLOC_NO_APIR,CONV_TRAZ_M6,Allarme blocco restato,642
317,T456,2024-07-09 08:15:17.644018,26476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M6,Apertura forz. contatt. Convert. Princip. DC,642
318,T456,2024-07-09 08:15:18.844244,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,642
319,T456,2024-07-09 08:15:20.045037,ILCK_PROP_13M8,ILCK_PROP_13_M8,MDS,Cod. 13 Leva MC 6S01 non in trazione,642
320,T456,2024-07-09 08:15:21.24445,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,642
321,T456,2024-07-09 08:15:46.539004,93189,_PneuFlt_,M3_Gradino_Porta4,Avaria unita' pneum. gradino porta 4 M3,890
322,T456,2024-07-09 08:15:47.458292,104036,_IDoorUnblock_,T4_Porta_gangway_2,Guasto microswitch porta Gangway 2,890
323,T456,2024-07-09 08:15:48.379018,104038,_IDoorDCSFlt_,T4_Porta_gangway_2,Guasto microswitch porta Gangway 2,890
324,T456,2024-07-09 08:15:49.299551,105036,_IDoorUnblock_,T5_Porta_gangway_2,Guasto microswitch porta Gangway 2,890
325,T456,2024-07-09 08:15:50.218127,105038,_IDoorDCSFlt_,T5_Porta_gangway_2,Guasto microswitch porta Gangway 2,890
326,T456,2024-07-09 08:16:46.641933,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,516
327,T456,2024-07-09 08:16:47.340903,151021,_LowSpdTL_,M1_9K42,Linea treno Velocita' zero  attiva in M1-T4,516
328,T456,2024-07-09 08:16:47.526458,11201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M1,830
329,T456,2024-07-09 08:16:47.932924,11202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M1,830
330,T456,2024-07-09 08:16:48.041412,158021,_LowSpdTL_,M8_9K42,Linea treno Velocita' zero  attiva in M8-T5,516
331,T456,2024-07-09 08:16:48.339482,21376,NO_LINE_VOLTAGE,CONV_TRAZ_M1,Nessuna tensione di linea,830
332,T456,2024-07-09 08:16:48.741868,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,516
333,T456,2024-07-09 08:16:48.745875,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,830
334,T456,2024-07-09 08:16:49.154247,150011,_PantoLowSts_,VEHICLE,Nessun pantografo alto,830
335,T456,2024-07-09 08:16:49.440643,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,516
336,T456,2024-07-09 08:16:49.562752,150013,_CmdPantoDw_,VEHICLE,Comando abbassamento panto da banco,830
337,T456,2024-07-09 08:16:49.968643,150016,_IRIP_OpenSts_,VEHICLE,Nessun IR o IP chiuso,830
338,T456,2024-07-09 08:16:50.140967,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,516
339,T456,2024-07-09 08:16:50.37573,151022,_HvOnBoardUnit_,T2_1Q4_IP,Alta tensione non presente in M1-T4,830
340,T456,2024-07-09 08:16:50.715099,11200,CCU_FltWtbR1,VEHICLE,Mancata ricezione R1 in CCU M1,903
341,T456,2024-07-09 08:16:50.7835,158022,_HvOnBoardUnit_,T7_1Q4_IP,Alta tensione non presente in M8-T5,830
342,T456,2024-07-09 08:16:51.102587,11202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M1,903
343,T456,2024-07-09 08:16:51.191471,ILCK_IRIP_36,ILCK_IRIP_T2_36,MCB,Cod 36. Banco non abilitato,830
344,T456,2024-07-09 08:16:51.490015,48069,_EpEscFlt_,BCU_M8,Assistenza EP fuori servizio,903
345,T456,2024-07-09 08:16:51.599232,ILCK_IRIP_T2_56,ILCK_IRIP_T2_56,T2_MCB,Cod 56. Apertura da TCU1  locale (M1),830
346,T456,2024-07-09 08:16:51.876514,150006,_Running_,VEHICLE,Stato RUNNING attivo,903
347,T456,2024-07-09 08:16:52.005568,ILCK_IRIP_T2_60,ILCK_IRIP_T2_60,T2_MCB,"""Cod 60. Apertura per linea treno HW Opening TL"""" a 1 senza alcuna TCU che alimenta la linea""""""",830
348,T456,2024-07-09 08:16:52.264308,152019,_1Q21_,T2_1Q2_IR,IR chiuso in cassa T2,903
349,T456,2024-07-09 08:16:52.412186,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,830
350,T456,2024-07-09 08:16:52.651662,158002,_DeskKeyIn_,M1_4K14,Chiave di Banco inserita in M8,903
351,T456,2024-07-09 08:16:52.820098,ILCK_IRIP_T7_58,ILCK_IRIP_T7_58,T7_MCB,Cod 58. Apertura da TCU1 remota (M1),830
352,T456,2024-07-09 08:16:53.039096,158003,_CabOccupied_,M1_4K14,Banco Abilitato M8,903
353,T456,2024-07-09 08:16:53.227511,ILCK_IR_T2_01,ILCK_IR_T2_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,830
354,T456,2024-07-09 08:16:53.426463,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,903
355,T456,2024-07-09 08:16:53.634246,ILCK_IR_T2_40,ILCK_IR_T2_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,830
356,T456,2024-07-09 08:16:53.813912,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,903
357,T456,2024-07-09 08:16:54.042481,ILCK_IR_T7_01,ILCK_IR_T7_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,830
358,T456,2024-07-09 08:16:54.201474,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,903
359,T456,2024-07-09 08:16:54.449593,ILCK_PROP_08,ILCK_PROP_08,VEHICLE,Cod. 08 Loop porte aperto,830
360,T456,2024-07-09 08:16:54.590024,ILCK_PROP_12M8,ILCK_PROP_12M8,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,903
361,T456,2024-07-09 08:16:54.856722,ILCK_PROP_15,ILCK_PROP_15,MDS,Cod. 15 Nessun banco abilitato,830
362,T456,2024-07-09 08:16:54.97733,ILCK_PROP_13M8,ILCK_PROP_13_M8,MDS,Cod. 13 Leva MC 6S01 non in trazione,903
